train_acc,train_loss,lr,test_acc,test_loss
0.2,1.6031541188557943,5e-05,0.2,1.6036357879638672
0.2,1.5909169514973958,5e-05,0.2,1.5919158935546875
0.3333333333333333,1.5750455220540365,5e-05,0.3,1.5775650024414063
0.26666666666666666,1.5624094645182292,5e-05,0.3,1.5658912658691406
0.3,1.5533977508544923,5e-05,0.3333333333333333,1.556981913248698
0.3,1.5495145161946615,5e-05,0.3,1.5534085591634115
0.3,1.5452784220377604,5e-05,0.3,1.548915481567383
0.3,1.5409469604492188,5e-05,0.36666666666666664,1.5444774627685547
0.3,1.5372559865315756,5e-05,0.36666666666666664,1.540814208984375
0.3,1.5329123179117838,5e-05,0.36666666666666664,1.5370105743408202
